n,theta_rad,theta_deg,axis,target_qubit,function,error_position,P0,success_probability,std_error,shots
3,2.076941809873252,119.0,X,1,constant_0,E2_after_first_H,1.0,1.0,0.0,1024
3,2.076941809873252,119.0,X,1,constant_0,E3_after_oracle,1.0,1.0,0.0,1024
3,2.076941809873252,119.0,X,1,constant_0,E4_after_final_H,0.25390625,0.25390625,0.01360139390730298,1024
3,2.076941809873252,119.0,Y,1,constant_0,no_error,1.0,1.0,0.0,1024
3,2.076941809873252,119.0,Y,1,constant_0,E1_before_H,0.2802734375,0.2802734375,0.01403539880659226,1024
3,2.076941809873252,119.0,Y,1,constant_0,E2_after_first_H,0.267578125,0.267578125,0.013834261421683517,1024
3,2.076941809873252,119.0,Y,1,constant_0,E3_after_oracle,0.267578125,0.267578125,0.013834261421683517,1024
3,2.076941809873252,119.0,Y,1,constant_0,E4_after_final_H,0.2607421875,0.2607421875,0.013719984965688043,1024
3,2.076941809873252,119.0,Z,1,constant_0,no_error,1.0,1.0,0.0,1024
3,2.076941809873252,119.0,Z,1,constant_0,E1_before_H,1.0,1.0,0.0,1024
3,2.076941809873252,119.0,Z,1,constant_0,E2_after_first_H,0.25,0.25,0.013531646934131853,1024
3,2.076941809873252,119.0,Z,1,constant_0,E3_after_oracle,0.2451171875,0.2451171875,0.013442395615909352,1024
3,2.076941809873252,119.0,Z,1,constant_0,E4_after_final_H,1.0,1.0,0.0,1024
3,2.0943951023931953,119.99999999999999,X,1,constant_0,no_error,1.0,1.0,0.0,1024
3,2.0943951023931953,119.99999999999999,X,1,constant_0,E1_before_H,0.2578125,0.2578125,0.013669694999188886,1024
3,2.0943951023931953,119.99999999999999,X,1,constant_0,E2_after_first_H,1.0,1.0,0.0,1024
3,2.0943951023931953,119.99999999999999,X,1,constant_0,E3_after_oracle,1.0,1.0,0.0,1024
3,2.0943951023931953,119.99999999999999,X,1,constant_0,E4_after_final_H,0.232421875,0.232421875,0.013199267077689137,1024
3,2.0943951023931953,119.99999999999999,Y,1,constant_0,no_error,1.0,1.0,0.0,1024
3,2.0943951023931953,119.99999999999999,Y,1,constant_0,E1_before_H,0.27734375,0.27734375,0.013990237749273203,1024
3,2.0943951023931953,119.99999999999999,Y,1,constant_0,E2_after_first_H,0.251953125,0.251953125,0.013566702538793565,1024
3,2.0943951023931953,119.99999999999999,Y,1,constant_0,E3_after_oracle,0.2529296875,0.2529296875,0.013584093577469121,1024
3,2.0943951023931953,119.99999999999999,Y,1,constant_0,E4_after_final_H,0.2197265625,0.2197265625,0.012939417137239902,1024
3,2.0943951023931953,119.99999999999999,Z,1,constant_0,no_error,1.0,1.0,0.0,1024
3,2.0943951023931953,119.99999999999999,Z,1,constant_0,E1_before_H,1.0,1.0,0.0,1024
3,2.0943951023931953,119.99999999999999,Z,1,constant_0,E2_after_first_H,0.2646484375,0.2646484375,0.013785807141540839,1024
3,2.0943951023931953,119.99999999999999,Z,1,constant_0,E3_after_oracle,0.224609375,0.224609375,0.013041400560379958,1024
3,2.0943951023931953,119.99999999999999,Z,1,constant_0,E4_after_final_H,1.0,1.0,0.0,1024
3,2.111848394913139,121.0,X,1,constant_0,no_error,1.0,1.0,0.0,1024
3,2.111848394913139,121.0,X,1,constant_0,E1_before_H,0.236328125,0.236328125,0.013275812943489812,1024
3,2.111848394913139,121.0,X,1,constant_0,E2_after_first_H,1.0,1.0,0.0,1024
3,2.111848394913139,121.0,X,1,constant_0,E3_after_oracle,1.0,1.0,0.0,1024
3,2.111848394913139,121.0,X,1,constant_0,E4_after_final_H,0.236328125,0.236328125,0.013275812943489812,1024
3,2.111848394913139,121.0,Y,1,constant_0,no_error,1.0,1.0,0.0,1024
3,2.111848394913139,121.0,Y,1,constant_0,E1_before_H,0.2412109375,0.2412109375,0.01336931176978187,1024
3,2.111848394913139,121.0,Y,1,constant_0,E2_after_first_H,0.2373046875,0.2373046875,0.01329470541900983,1024
3,2.111848394913139,121.0,Y,1,constant_0,E3_after_oracle,0.255859375,0.255859375,0.01363572381967795,1024
3,2.111848394913139,121.0,Y,1,constant_0,E4_after_final_H,0.2392578125,0.2392578125,0.013332200492725765,1024
3,2.111848394913139,121.0,Z,1,constant_0,no_error,1.0,1.0,0.0,1024
3,2.111848394913139,121.0,Z,1,constant_0,E1_before_H,1.0,1.0,0.0,1024
3,2.111848394913139,121.0,Z,1,constant_0,E2_after_first_H,0.26953125,0.26953125,0.013866134388654118,1024
3,2.111848394913139,121.0,Z,1,constant_0,E3_after_oracle,0.2646484375,0.2646484375,0.013785807141540839,1024
3,2.111848394913139,121.0,Z,1,constant_0,E4_after_final_H,1.0,1.0,0.0,1024
3,2.129301687433082,122.0,X,1,constant_0,no_error,1.0,1.0,0.0,1024
3,2.129301687433082,122.0,X,1,constant_0,E1_before_H,0.236328125,0.236328125,0.013275812943489812,1024
3,2.129301687433082,122.0,X,1,constant_0,E2_after_first_H,1.0,1.0,0.0,1024
3,2.129301687433082,122.0,X,1,constant_0,E3_after_oracle,1.0,1.0,0.0,1024
3,2.129301687433082,122.0,X,1,constant_0,E4_after_final_H,0.2421875,0.2421875,0.013387724483257027,1024
3,2.129301687433082,122.0,Y,1,constant_0,no_error,1.0,1.0,0.0,1024
3,2.129301687433082,122.0,Y,1,constant_0,E1_before_H,0.25390625,0.25390625,0.01360139390730298,1024
3,2.129301687433082,122.0,Y,1,constant_0,E2_after_first_H,0.23828125,0.23828125,0.013313501132339978,1024
3,2.129301687433082,122.0,Y,1,constant_0,E3_after_oracle,0.2490234375,0.2490234375,0.013513981658609066,1024
3,2.129301687433082,122.0,Y,1,constant_0,E4_after_final_H,0.2255859375,0.2255859375,0.01306148778607503,1024
3,2.129301687433082,122.0,Z,1,constant_0,no_error,1.0,1.0,0.0,1024
3,2.129301687433082,122.0,Z,1,constant_0,E1_before_H,1.0,1.0,0.0,1024
3,2.129301687433082,122.0,Z,1,constant_0,E2_after_first_H,0.2197265625,0.2197265625,0.012939417137239902,1024
3,2.129301687433082,122.0,Z,1,constant_0,E3_after_oracle,0.2216796875,0.2216796875,0.012980521903099958,1024
3,2.129301687433082,122.0,Z,1,constant_0,E4_after_final_H,1.0,1.0,0.0,1024
3,2.1467549799530254,123.00000000000001,X,1,constant_0,no_error,1.0,1.0,0.0,1024
3,2.1467549799530254,123.00000000000001,X,1,constant_0,E1_before_H,0.2275390625,0.2275390625,0.013101356588894011,1024
3,2.1467549799530254,123.00000000000001,X,1,constant_0,E2_after_first_H,1.0,1.0,0.0,1024
3,2.1467549799530254,123.00000000000001,X,1,constant_0,E3_after_oracle,1.0,1.0,0.0,1024
3,2.1467549799530254,123.00000000000001,X,1,constant_0,E4_after_final_H,0.2216796875,0.2216796875,0.012980521903099958,1024
3,2.1467549799530254,123.00000000000001,Y,1,constant_0,no_error,1.0,1.0,0.0,1024
3,2.1467549799530254,123.00000000000001,Y,1,constant_0,E1_before_H,0.220703125,0.220703125,0.012960021747155841,1024
3,2.1467549799530254,123.00000000000001,Y,1,constant_0,E2_after_first_H,0.220703125,0.220703125,0.012960021747155841,1024
3,2.1467549799530254,123.00000000000001,Y,1,constant_0,E3_after_oracle,0.234375,0.234375,0.013237736046607381,1024
3,2.1467549799530254,123.00000000000001,Y,1,constant_0,E4_after_final_H,0.216796875,0.216796875,0.012876971556807846,1024
3,2.1467549799530254,123.00000000000001,Z,1,constant_0,no_error,1.0,1.0,0.0,1024
3,2.1467549799530254,123.00000000000001,Z,1,constant_0,E1_before_H,1.0,1.0,0.0,1024
3,2.1467549799530254,123.00000000000001,Z,1,constant_0,E2_after_first_H,0.2119140625,0.2119140625,0.01277075870667393,1024
3,2.1467549799530254,123.00000000000001,Z,1,constant_0,E3_after_oracle,0.2158203125,0.2158203125,0.012855944074978962,1024
3,2.1467549799530254,123.00000000000001,Z,1,constant_0,E4_after_final_H,1.0,1.0,0.0,1024
3,2.1642082724729685,124.0,X,1,constant_0,no_error,1.0,1.0,0.0,1024
3,2.1642082724729685,124.0,X,1,constant_0,E1_before_H,0.2109375,0.2109375,0.012749190809713777,1024
3,2.1642082724729685,124.0,X,1,constant_0,E2_after_first_H,1.0,1.0,0.0,1024
3,2.1642082724729685,124.0,X,1,constant_0,E3_after_oracle,1.0,1.0,0.0,1024
3,2.1642082724729685,124.0,X,1,constant_0,E4_after_final_H,0.2109375,0.2109375,0.012749190809713777,1024
3,2.1642082724729685,124.0,Y,1,constant_0,no_error,1.0,1.0,0.0,1024
3,2.1642082724729685,124.0,Y,1,constant_0,E1_before_H,0.25,0.25,0.013531646934131853,1024
3,2.1642082724729685,124.0,Y,1,constant_0,E2_after_first_H,0.232421875,0.232421875,0.013199267077689137,1024
3,2.1642082724729685,124.0,Y,1,constant_0,E3_after_oracle,0.2353515625,0.2353515625,0.013256823292088668,1024
3,2.1642082724729685,124.0,Y,1,constant_0,E4_after_final_H,0.2216796875,0.2216796875,0.012980521903099958,1024
3,2.1642082724729685,124.0,Z,1,constant_0,no_error,1.0,1.0,0.0,1024
3,2.1642082724729685,124.0,Z,1,constant_0,E1_before_H,1.0,1.0,0.0,1024
3,2.1642082724729685,124.0,Z,1,constant_0,E2_after_first_H,0.2177734375,0.2177734375,0.012897892550550289,1024
3,2.1642082724729685,124.0,Z,1,constant_0,E3_after_oracle,0.2138671875,0.2138671875,0.012813567547402082,1024
3,2.1642082724729685,124.0,Z,1,constant_0,E4_after_final_H,1.0,1.0,0.0,1024
3,2.181661564992912,125.00000000000001,X,1,constant_0,no_error,1.0,1.0,0.0,1024
3,2.181661564992912,125.00000000000001,X,1,constant_0,E1_before_H,0.234375,0.234375,0.013237736046607381,1024
3,2.181661564992912,125.00000000000001,X,1,constant_0,E2_after_first_H,1.0,1.0,0.0,1024
3,2.181661564992912,125.00000000000001,X,1,constant_0,E3_after_oracle,1.0,1.0,0.0,1024
3,2.181661564992912,125.00000000000001,X,1,constant_0,E4_after_final_H,0.2236328125,0.2236328125,0.013021210823944944,1024
3,2.181661564992912,125.00000000000001,Y,1,constant_0,no_error,1.0,1.0,0.0,1024
3,2.181661564992912,125.00000000000001,Y,1,constant_0,E1_before_H,0.1953125,0.1953125,0.012388783648794213,1024
3,2.181661564992912,125.00000000000001,Y,1,constant_0,E2_after_first_H,0.2080078125,0.2080078125,0.01268382653250988,1024
3,2.181661564992912,125.00000000000001,Y,1,constant_0,E3_after_oracle,0.21875,0.21875,0.012918707573557571,1024
3,2.181661564992912,125.00000000000001,Y,1,constant_0,E4_after_final_H,0.2275390625,0.2275390625,0.013101356588894011,1024
3,2.181661564992912,125.00000000000001,Z,1,constant_0,no_error,1.0,1.0,0.0,1024
3,2.181661564992912,125.00000000000001,Z,1,constant_0,E1_before_H,1.0,1.0,0.0,1024
3,2.181661564992912,125.00000000000001,Z,1,constant_0,E2_after_first_H,0.216796875,0.216796875,0.012876971556807846,1024
3,2.181661564992912,125.00000000000001,Z,1,constant_0,E3_after_oracle,0.22265625,0.22265625,0.013000918099188763,1024
3,2.181661564992912,125.00000000000001,Z,1,constant_0,E4_after_final_H,1.0,1.0,0.0,1024
3,2.199114857512855,126.0,X,1,constant_0,no_error,1.0,1.0,0.0,1024
3,2.199114857512855,126.0,X,1,constant_0,E1_before_H,0.21875,0.21875,0.012918707573557571,1024
3,2.199114857512855,126.0,X,1,constant_0,E2_after_first_H,1.0,1.0,0.0,1024
3,2.199114857512855,126.0,X,1,constant_0,E3_after_oracle,1.0,1.0,0.0,1024
3,2.199114857512855,126.0,X,1,constant_0,E4_after_final_H,0.1962890625,0.1962890625,0.012412178465548113,1024
3,2.199114857512855,126.0,Y,1,constant_0,no_error,1.0,1.0,0.0,1024
3,2.199114857512855,126.0,Y,1,constant_0,E1_before_H,0.19140625,0.19140625,0.01229400170771083,1024
3,2.199114857512855,126.0,Y,1,constant_0,E2_after_first_H,0.2109375,0.2109375,0.012749190809713777,1024
3,2.199114857512855,126.0,Y,1,constant_0,E3_after_oracle,0.1904296875,0.1904296875,0.012270002070067681,1024
3,2.199114857512855,126.0,Y,1,constant_0,E4_after_final_H,0.1884765625,0.1884765625,0.012221632807630669,1024
3,2.199114857512855,126.0,Z,1,constant_0,no_error,1.0,1.0,0.0,1024
3,2.199114857512855,126.0,Z,1,constant_0,E1_before_H,1.0,1.0,0.0,1024
3,2.199114857512855,126.0,Z,1,constant_0,E2_after_first_H,0.2060546875,0.2060546875,0.012639694158375155,1024
3,2.199114857512855,126.0,Z,1,constant_0,E3_after_oracle,0.1806640625,0.1806640625,0.012023112468031791,1024
3,2.199114857512855,126.0,Z,1,constant_0,E4_after_final_H,1.0,1.0,0.0,1024
3,2.2165681500327987,127.00000000000001,X,1,constant_0,no_error,1.0,1.0,0.0,1024
3,2.2165681500327987,127.00000000000001,X,1,constant_0,E1_before_H,0.2080078125,0.2080078125,0.01268382653250988,1024
3,2.2165681500327987,127.00000000000001,X,1,constant_0,E2_after_first_H,1.0,1.0,0.0,1024
3,2.2165681500327987,127.00000000000001,X,1,constant_0,E3_after_oracle,1.0,1.0,0.0,1024
3,2.2165681500327987,127.00000000000001,X,1,constant_0,E4_after_final_H,0.20703125,0.20703125,0.012661816350137406,1024
3,2.2165681500327987,127.00000000000001,Y,1,constant_0,no_error,1.0,1.0,0.0,1024
3,2.2165681500327987,127.00000000000001,Y,1,constant_0,E1_before_H,0.1845703125,0.1845703125,0.012123393588964344,1024
3,2.2165681500327987,127.00000000000001,Y,1,constant_0,E2_after_first_H,0.2001953125,0.2001953125,0.012504575309264436,1024
3,2.2165681500327987,127.00000000000001,Y,1,constant_0,E3_after_oracle,0.19921875,0.19921875,0.012481652145516524,1024
3,2.2165681500327987,127.00000000000001,Y,1,constant_0,E4_after_final_H,0.216796875,0.216796875,0.012876971556807846,1024
3,2.2165681500327987,127.00000000000001,Z,1,constant_0,no_error,1.0,1.0,0.0,1024
3,2.2165681500327987,127.00000000000001,Z,1,constant_0,E1_before_H,1.0,1.0,0.0,1024
3,2.2165681500327987,127.00000000000001,Z,1,constant_0,E2_after_first_H,0.1962890625,0.1962890625,0.012412178465548113,1024
3,2.2165681500327987,127.00000000000001,Z,1,constant_0,E3_after_oracle,0.1845703125,0.1845703125,0.012123393588964344,1024
3,2.2165681500327987,127.00000000000001,Z,1,constant_0,E4_after_final_H,1.0,1.0,0.0,1024
3,2.234021442552742,128.0,X,1,constant_0,no_error,1.0,1.0,0.0,1024
3,2.234021442552742,128.0,X,1,constant_0,E1_before_H,0.1845703125,0.1845703125,0.012123393588964344,1024
3,2.234021442552742,128.0,X,1,constant_0,E2_after_first_H,1.0,1.0,0.0,1024
3,2.234021442552742,128.0,X,1,constant_0,E3_after_oracle,1.0,1.0,0.0,1024
3,2.234021442552742,128.0,X,1,constant_0,E4_after_final_H,0.1875,0.1875,0.012197261715621872,1024
3,2.234021442552742,128.0,Y,1,constant_0,no_error,1.0,1.0,0.0,1024
3,2.234021442552742,128.0,Y,1,constant_0,E1_before_H,0.2001953125,0.2001953125,0.012504575309264436,1024
3,2.234021442552742,128.0,Y,1,constant_0,E2_after_first_H,0.224609375,0.224609375,0.013041400560379958,1024
3,2.234021442552742,128.0,Y,1,constant_0,E3_after_oracle,0.19140625,0.19140625,0.01229400170771083,1024
3,2.234021442552742,128.0,Y,1,constant_0,E4_after_final_H,0.1884765625,0.1884765625,0.012221632807630669,1024
3,2.234021442552742,128.0,Z,1,constant_0,no_error,1.0,1.0,0.0,1024
3,2.234021442552742,128.0,Z,1,constant_0,E1_before_H,1.0,1.0,0.0,1024
3,2.234021442552742,128.0,Z,1,constant_0,E2_after_first_H,0.189453125,0.189453125,0.012245879346318269,1024
3,2.234021442552742,128.0,Z,1,constant_0,E3_after_oracle,0.205078125,0.205078125,0.012617459368064948,1024
3,2.234021442552742,128.0,Z,1,constant_0,E4_after_final_H,1.0,1.0,0.0,1024
3,2.251474735072685,129.0,X,1,constant_0,no_error,1.0,1.0,0.0,1024
3,2.251474735072685,129.0,X,1,constant_0,E1_before_H,0.2001953125,0.2001953125,0.012504575309264436,1024
3,2.251474735072685,129.0,X,1,constant_0,E2_after_first_H,1.0,1.0,0.0,1024
3,2.251474735072685,129.0,X,1,constant_0,E3_after_oracle,1.0,1.0,0.0,1024
3,2.251474735072685,129.0,X,1,constant_0,E4_after_final_H,0.1650390625,0.1650390625,0.011600493757554614,1024
3,2.251474735072685,129.0,Y,1,constant_0,no_error,1.0,1.0,0.0,1024
3,2.251474735072685,129.0,Y,1,constant_0,E1_before_H,0.19921875,0.19921875,0.012481652145516524,1024
3,2.251474735072685,129.0,Y,1,constant_0,E2_after_first_H,0.1923828125,0.1923828125,0.01231787897869512,1024
3,2.251474735072685,129.0,Y,1,constant_0,E3_after_oracle,0.185546875,0.185546875,0.012148142869326518,1024
3,2.251474735072685,129.0,Y,1,constant_0,E4_after_final_H,0.1748046875,0.1748046875,0.01186874871346867,1024
3,2.251474735072685,129.0,Z,1,constant_0,no_error,1.0,1.0,0.0,1024
3,2.251474735072685,129.0,Z,1,constant_0,E1_before_H,1.0,1.0,0.0,1024
3,2.251474735072685,129.0,Z,1,constant_0,E2_after_first_H,0.185546875,0.185546875,0.012148142869326518,1024
3,2.251474735072685,129.0,Z,1,constant_0,E3_after_oracle,0.201171875,0.201171875,0.01252738218477049,1024
3,2.251474735072685,129.0,Z,1,constant_0,E4_after_final_H,1.0,1.0,0.0,1024
3,2.2689280275926285,130.0,X,1,constant_0,no_error,1.0,1.0,0.0,1024
3,2.2689280275926285,130.0,X,1,constant_0,E1_before_H,0.1904296875,0.1904296875,0.012270002070067681,1024
3,2.2689280275926285,130.0,X,1,constant_0,E2_after_first_H,1.0,1.0,0.0,1024
3,2.2689280275926285,130.0,X,1,constant_0,E3_after_oracle,1.0,1.0,0.0,1024
3,2.2689280275926285,130.0,X,1,constant_0,E4_after_final_H,0.1982421875,0.1982421875,0.012458612051634784,1024
3,2.2689280275926285,130.0,Y,1,constant_0,no_error,1.0,1.0,0.0,1024
3,2.2689280275926285,130.0,Y,1,constant_0,E1_before_H,0.1923828125,0.1923828125,0.01231787897869512,1024
3,2.2689280275926285,130.0,Y,1,constant_0,E2_after_first_H,0.177734375,0.177734375,0.011946530735923899,1024
3,2.2689280275926285,130.0,Y,1,constant_0,E3_after_oracle,0.181640625,0.181640625,0.012048376947131319,1024
3,2.2689280275926285,130.0,Y,1,constant_0,E4_after_final_H,0.166015625,0.166015625,0.0116279581777144,1024
3,2.2689280275926285,130.0,Z,1,constant_0,no_error,1.0,1.0,0.0,1024
3,2.2689280275926285,130.0,Z,1,constant_0,E1_before_H,1.0,1.0,0.0,1024
3,2.2689280275926285,130.0,Z,1,constant_0,E2_after_first_H,0.181640625,0.181640625,0.012048376947131319,1024
3,2.2689280275926285,130.0,Z,1,constant_0,E3_after_oracle,0.162109375,0.162109375,0.011517222393326152,1024
3,2.2689280275926285,130.0,Z,1,constant_0,E4_after_final_H,1.0,1.0,0.0,1024
3,2.2863813201125716,131.0,X,1,constant_0,no_error,1.0,1.0,0.0,1024
3,2.2863813201125716,131.0,X,1,constant_0,E1_before_H,0.1728515625,0.1728515625,0.011816215513597317,1024
3,2.2863813201125716,131.0,X,1,constant_0,E2_after_first_H,1.0,1.0,0.0,1024
3,2.2863813201125716,131.0,X,1,constant_0,E3_after_oracle,1.0,1.0,0.0,1024
3,2.2863813201125716,131.0,X,1,constant_0,E4_after_final_H,0.1767578125,0.1767578125,0.011920737913508273,1024
3,2.2863813201125716,131.0,Y,1,constant_0,no_error,1.0,1.0,0.0,1024
3,2.2863813201125716,131.0,Y,1,constant_0,E1_before_H,0.1748046875,0.1748046875,0.01186874871346867,1024
3,2.2863813201125716,131.0,Y,1,constant_0,E2_after_first_H,0.1533203125,0.1533203125,0.011259249421434997,1024
3,2.2863813201125716,131.0,Y,1,constant_0,E3_after_oracle,0.1826171875,0.1826171875,0.01207351142196172,1024
3,2.2863813201125716,131.0,Y,1,constant_0,E4_after_final_H,0.177734375,0.177734375,0.011946530735923899,1024
3,2.2863813201125716,131.0,Z,1,constant_0,no_error,1.0,1.0,0.0,1024
3,2.2863813201125716,131.0,Z,1,constant_0,E1_before_H,1.0,1.0,0.0,1024
3,2.2863813201125716,131.0,Z,1,constant_0,E2_after_first_H,0.1728515625,0.1728515625,0.011816215513597317,1024
3,2.2863813201125716,131.0,Z,1,constant_0,E3_after_oracle,0.1806640625,0.1806640625,0.012023112468031791,1024
3,2.2863813201125716,131.0,Z,1,constant_0,E4_after_final_H,1.0,1.0,0.0,1024
3,2.303834612632515,132.0,X,1,constant_0,no_error,1.0,1.0,0.0,1024
3,2.303834612632515,132.0,X,1,constant_0,E1_before_H,0.16796875,0.16796875,0.011682454167444898,1024
3,2.303834612632515,132.0,X,1,constant_0,E2_after_first_H,1.0,1.0,0.0,1024
3,2.303834612632515,132.0,X,1,constant_0,E3_after_oracle,1.0,1.0,0.0,1024
3,2.303834612632515,132.0,X,1,constant_0,E4_after_final_H,0.158203125,0.158203125,0.011404104945571304,1024
3,2.303834612632515,132.0,Y,1,constant_0,no_error,1.0,1.0,0.0,1024
3,2.303834612632515,132.0,Y,1,constant_0,E1_before_H,0.14453125,0.14453125,0.010988362441863098,1024
3,2.303834612632515,132.0,Y,1,constant_0,E2_after_first_H,0.1435546875,0.1435546875,0.010957425564285294,1024
3,2.303834612632515,132.0,Y,1,constant_0,E3_after_oracle,0.162109375,0.162109375,0.011517222393326152,1024
3,2.303834612632515,132.0,Y,1,constant_0,E4_after_final_H,0.169921875,0.169921875,0.011736379713763068,1024
3,2.303834612632515,132.0,Z,1,constant_0,no_error,1.0,1.0,0.0,1024
3,2.303834612632515,132.0,Z,1,constant_0,E1_before_H,1.0,1.0,0.0,1024
3,2.303834612632515,132.0,Z,1,constant_0,E2_after_first_H,0.154296875,0.154296875,0.011288534237866611,1024
3,2.303834612632515,132.0,Z,1,constant_0,E3_after_oracle,0.1494140625,0.1494140625,0.011140504488620905,1024
3,2.303834612632515,132.0,Z,1,constant_0,E4_after_final_H,1.0,1.0,0.0,1024
3,2.321287905152458,133.0,X,1,constant_0,no_error,1.0,1.0,0.0,1024
3,2.321287905152458,133.0,X,1,constant_0,E1_before_H,0.1640625,0.1640625,0.011572883686026691,1024
3,2.321287905152458,133.0,X,1,constant_0,E2_after_first_H,1.0,1.0,0.0,1024
3,2.321287905152458,133.0,X,1,constant_0,E3_after_oracle,1.0,1.0,0.0,1024
3,2.321287905152458,133.0,X,1,constant_0,E4_after_final_H,0.158203125,0.158203125,0.011404104945571304,1024
3,2.321287905152458,133.0,Y,1,constant_0,no_error,1.0,1.0,0.0,1024
3,2.321287905152458,133.0,Y,1,constant_0,E1_before_H,0.162109375,0.162109375,0.011517222393326152,1024
3,2.321287905152458,133.0,Y,1,constant_0,E2_after_first_H,0.171875,0.171875,0.011789742644189099,1024
3,2.321287905152458,133.0,Y,1,constant_0,E3_after_oracle,0.1689453125,0.1689453125,0.011709487751503675,1024
3,2.321287905152458,133.0,Y,1,constant_0,E4_after_final_H,0.1630859375,0.1630859375,0.011545126918158703,1024
3,2.321287905152458,133.0,Z,1,constant_0,no_error,1.0,1.0,0.0,1024
3,2.321287905152458,133.0,Z,1,constant_0,E1_before_H,1.0,1.0,0.0,1024
3,2.321287905152458,133.0,Z,1,constant_0,E2_after_first_H,0.1611328125,0.1611328125,0.011489169034926975,1024
3,2.321287905152458,133.0,Z,1,constant_0,E3_after_oracle,0.1572265625,0.1572265625,0.011375445155456486,1024
3,2.321287905152458,133.0,Z,1,constant_0,E4_after_final_H,1.0,1.0,0.0,1024
3,2.3387411976724017,134.0,X,1,constant_0,no_error,1.0,1.0,0.0,1024
3,2.3387411976724017,134.0,X,1,constant_0,E1_before_H,0.166015625,0.166015625,0.0116279581777144,1024
3,2.3387411976724017,134.0,X,1,constant_0,E2_after_first_H,1.0,1.0,0.0,1024
3,2.3387411976724017,134.0,X,1,constant_0,E3_after_oracle,1.0,1.0,0.0,1024
3,2.3387411976724017,134.0,X,1,constant_0,E4_after_final_H,0.162109375,0.162109375,0.011517222393326152,1024
3,2.3387411976724017,134.0,Y,1,constant_0,no_error,1.0,1.0,0.0,1024
3,2.3387411976724017,134.0,Y,1,constant_0,E1_before_H,0.1650390625,0.1650390625,0.011600493757554614,1024
3,2.3387411976724017,134.0,Y,1,constant_0,E2_after_first_H,0.1611328125,0.1611328125,0.011489169034926975,1024
3,2.3387411976724017,134.0,Y,1,constant_0,E3_after_oracle,0.1552734375,0.1552734375,0.011317660990670282,1024
3,2.3387411976724017,134.0,Y,1,constant_0,E4_after_final_H,0.162109375,0.162109375,0.011517222393326152,1024
3,2.3387411976724017,134.0,Z,1,constant_0,no_error,1.0,1.0,0.0,1024
3,2.3387411976724017,134.0,Z,1,constant_0,E1_before_H,1.0,1.0,0.0,1024
3,2.3387411976724017,134.0,Z,1,constant_0,E2_after_first_H,0.1484375,0.1484375,0.01111041040330347,1024
3,2.3387411976724017,134.0,Z,1,constant_0,E3_after_oracle,0.171875,0.171875,0.011789742644189099,1024
3,2.3387411976724017,134.0,Z,1,constant_0,E4_after_final_H,1.0,1.0,0.0,1024
3,2.356194490192345,135.0,X,1,constant_0,no_error,1.0,1.0,0.0,1024
3,2.356194490192345,135.0,X,1,constant_0,E1_before_H,0.14453125,0.14453125,0.010988362441863098,1024
3,2.356194490192345,135.0,X,1,constant_0,E2_after_first_H,1.0,1.0,0.0,1024
3,2.356194490192345,135.0,X,1,constant_0,E3_after_oracle,1.0,1.0,0.0,1024
3,2.356194490192345,135.0,X,1,constant_0,E4_after_final_H,0.138671875,0.138671875,0.010800118727826144,1024
3,2.356194490192345,135.0,Y,1,constant_0,no_error,1.0,1.0,0.0,1024
3,2.356194490192345,135.0,Y,1,constant_0,E1_before_H,0.154296875,0.154296875,0.011288534237866611,1024
3,2.356194490192345,135.0,Y,1,constant_0,E2_after_first_H,0.158203125,0.158203125,0.011404104945571304,1024
3,2.356194490192345,135.0,Y,1,constant_0,E3_after_oracle,0.1494140625,0.1494140625,0.011140504488620905,1024
3,2.356194490192345,135.0,Y,1,constant_0,E4_after_final_H,0.1396484375,0.1396484375,0.01083193481875615,1024
3,2.356194490192345,135.0,Z,1,constant_0,no_error,1.0,1.0,0.0,1024
3,2.356194490192345,135.0,Z,1,constant_0,E1_before_H,1.0,1.0,0.0,1024
3,2.356194490192345,135.0,Z,1,constant_0,E2_after_first_H,0.1484375,0.1484375,0.01111041040330347,1024
3,2.356194490192345,135.0,Z,1,constant_0,E3_after_oracle,0.16015625,0.16015625,0.011460965750047729,1024
3,2.356194490192345,135.0,Z,1,constant_0,E4_after_final_H,1.0,1.0,0.0,1024
3,2.3736477827122884,136.0,X,1,constant_0,no_error,1.0,1.0,0.0,1024
3,2.3736477827122884,136.0,X,1,constant_0,E1_before_H,0.1572265625,0.1572265625,0.011375445155456486,1024
3,2.3736477827122884,136.0,X,1,constant_0,E2_after_first_H,1.0,1.0,0.0,1024
3,2.3736477827122884,136.0,X,1,constant_0,E3_after_oracle,1.0,1.0,0.0,1024
3,2.3736477827122884,136.0,X,1,constant_0,E4_after_final_H,0.1591796875,0.1591796875,0.01143261142912065,1024
3,2.3736477827122884,136.0,Y,1,constant_0,no_error,1.0,1.0,0.0,1024
3,2.3736477827122884,136.0,Y,1,constant_0,E1_before_H,0.140625,0.140625,0.010863572002581538,1024
3,2.3736477827122884,136.0,Y,1,constant_0,E2_after_first_H,0.1298828125,0.1298828125,0.010505451873177947,1024
3,2.3736477827122884,136.0,Y,1,constant_0,E3_after_oracle,0.138671875,0.138671875,0.010800118727826144,1024
3,2.3736477827122884,136.0,Y,1,constant_0,E4_after_final_H,0.119140625,0.119140625,0.01012355971983105,1024
3,2.3736477827122884,136.0,Z,1,constant_0,no_error,1.0,1.0,0.0,1024
