n,theta_rad,theta_deg,axis,target_qubit,function,error_position,P0,success,shots
7,1.7453292519943295,100.0,Z,5,constant_0,E2_after_first_H,0.427734375,0.427734375,1024
7,1.7453292519943295,100.0,Z,5,constant_0,E3_after_oracle,0.4111328125,0.4111328125,1024
7,1.7453292519943295,100.0,Z,5,constant_0,E4_after_final_H,1.0,1.0,1024
7,1.7453292519943295,100.0,Z,5,constant_1,no_error,1.0,1.0,1024
7,1.7453292519943295,100.0,Z,5,constant_1,E1_before_H,1.0,1.0,1024
7,1.7453292519943295,100.0,Z,5,constant_1,E2_after_first_H,0.4091796875,0.4091796875,1024
7,1.7453292519943295,100.0,Z,5,constant_1,E3_after_oracle,0.4072265625,0.4072265625,1024
7,1.7453292519943295,100.0,Z,5,constant_1,E4_after_final_H,1.0,1.0,1024
7,1.7453292519943295,100.0,Z,5,balanced,no_error,0.0,1.0,1024
7,1.7453292519943295,100.0,Z,5,balanced,E1_before_H,0.0,1.0,1024
7,1.7453292519943295,100.0,Z,5,balanced,E2_after_first_H,0.0,1.0,1024
7,1.7453292519943295,100.0,Z,5,balanced,E3_after_oracle,0.0,1.0,1024
7,1.7453292519943295,100.0,Z,5,balanced,E4_after_final_H,0.0,1.0,1024
7,1.7453292519943295,100.0,Z,6,constant_0,no_error,1.0,1.0,1024
7,1.7453292519943295,100.0,Z,6,constant_0,E1_before_H,1.0,1.0,1024
7,1.7453292519943295,100.0,Z,6,constant_0,E2_after_first_H,0.435546875,0.435546875,1024
7,1.7453292519943295,100.0,Z,6,constant_0,E3_after_oracle,0.4228515625,0.4228515625,1024
7,1.7453292519943295,100.0,Z,6,constant_0,E4_after_final_H,1.0,1.0,1024
7,1.7453292519943295,100.0,Z,6,constant_1,no_error,1.0,1.0,1024
7,1.7453292519943295,100.0,Z,6,constant_1,E1_before_H,1.0,1.0,1024
7,1.7453292519943295,100.0,Z,6,constant_1,E2_after_first_H,0.4228515625,0.4228515625,1024
7,1.7453292519943295,100.0,Z,6,constant_1,E3_after_oracle,0.427734375,0.427734375,1024
7,1.7453292519943295,100.0,Z,6,constant_1,E4_after_final_H,1.0,1.0,1024
7,1.7453292519943295,100.0,Z,6,balanced,no_error,0.0,1.0,1024
7,1.7453292519943295,100.0,Z,6,balanced,E1_before_H,0.0,1.0,1024
7,1.7453292519943295,100.0,Z,6,balanced,E2_after_first_H,0.6005859375,0.3994140625,1024
7,1.7453292519943295,100.0,Z,6,balanced,E3_after_oracle,0.591796875,0.408203125,1024
7,1.7453292519943295,100.0,Z,6,balanced,E4_after_final_H,0.0,1.0,1024
7,1.9198621771937625,110.0,X,0,constant_0,no_error,1.0,1.0,1024
7,1.9198621771937625,110.0,X,0,constant_0,E1_before_H,0.3349609375,0.3349609375,1024
7,1.9198621771937625,110.0,X,0,constant_0,E2_after_first_H,1.0,1.0,1024
7,1.9198621771937625,110.0,X,0,constant_0,E3_after_oracle,1.0,1.0,1024
7,1.9198621771937625,110.0,X,0,constant_0,E4_after_final_H,0.3330078125,0.3330078125,1024
7,1.9198621771937625,110.0,X,0,constant_1,no_error,1.0,1.0,1024
7,1.9198621771937625,110.0,X,0,constant_1,E1_before_H,0.3212890625,0.3212890625,1024
7,1.9198621771937625,110.0,X,0,constant_1,E2_after_first_H,1.0,1.0,1024
7,1.9198621771937625,110.0,X,0,constant_1,E3_after_oracle,1.0,1.0,1024
7,1.9198621771937625,110.0,X,0,constant_1,E4_after_final_H,0.3408203125,0.3408203125,1024
7,1.9198621771937625,110.0,X,0,balanced,no_error,0.0,1.0,1024
7,1.9198621771937625,110.0,X,0,balanced,E1_before_H,0.0,1.0,1024
7,1.9198621771937625,110.0,X,0,balanced,E2_after_first_H,0.0,1.0,1024
7,1.9198621771937625,110.0,X,0,balanced,E3_after_oracle,0.0,1.0,1024
7,1.9198621771937625,110.0,X,0,balanced,E4_after_final_H,0.0,1.0,1024
7,1.9198621771937625,110.0,X,1,constant_0,no_error,1.0,1.0,1024
7,1.9198621771937625,110.0,X,1,constant_0,E1_before_H,0.3564453125,0.3564453125,1024
7,1.9198621771937625,110.0,X,1,constant_0,E2_after_first_H,1.0,1.0,1024
7,1.9198621771937625,110.0,X,1,constant_0,E3_after_oracle,1.0,1.0,1024
7,1.9198621771937625,110.0,X,1,constant_0,E4_after_final_H,0.2841796875,0.2841796875,1024
7,1.9198621771937625,110.0,X,1,constant_1,no_error,1.0,1.0,1024
7,1.9198621771937625,110.0,X,1,constant_1,E1_before_H,0.3388671875,0.3388671875,1024
7,1.9198621771937625,110.0,X,1,constant_1,E2_after_first_H,1.0,1.0,1024
7,1.9198621771937625,110.0,X,1,constant_1,E3_after_oracle,1.0,1.0,1024
7,1.9198621771937625,110.0,X,1,constant_1,E4_after_final_H,0.345703125,0.345703125,1024
7,1.9198621771937625,110.0,X,1,balanced,no_error,0.0,1.0,1024
7,1.9198621771937625,110.0,X,1,balanced,E1_before_H,0.0,1.0,1024
7,1.9198621771937625,110.0,X,1,balanced,E2_after_first_H,0.0,1.0,1024
7,1.9198621771937625,110.0,X,1,balanced,E3_after_oracle,0.0,1.0,1024
7,1.9198621771937625,110.0,X,1,balanced,E4_after_final_H,0.0,1.0,1024
7,1.9198621771937625,110.0,X,2,constant_0,no_error,1.0,1.0,1024
7,1.9198621771937625,110.0,X,2,constant_0,E1_before_H,0.326171875,0.326171875,1024
7,1.9198621771937625,110.0,X,2,constant_0,E2_after_first_H,1.0,1.0,1024
7,1.9198621771937625,110.0,X,2,constant_0,E3_after_oracle,1.0,1.0,1024
7,1.9198621771937625,110.0,X,2,constant_0,E4_after_final_H,0.2978515625,0.2978515625,1024
7,1.9198621771937625,110.0,X,2,constant_1,no_error,1.0,1.0,1024
7,1.9198621771937625,110.0,X,2,constant_1,E1_before_H,0.326171875,0.326171875,1024
7,1.9198621771937625,110.0,X,2,constant_1,E2_after_first_H,1.0,1.0,1024
7,1.9198621771937625,110.0,X,2,constant_1,E3_after_oracle,1.0,1.0,1024
7,1.9198621771937625,110.0,X,2,constant_1,E4_after_final_H,0.3359375,0.3359375,1024
7,1.9198621771937625,110.0,X,2,balanced,no_error,0.0,1.0,1024
7,1.9198621771937625,110.0,X,2,balanced,E1_before_H,0.0,1.0,1024
7,1.9198621771937625,110.0,X,2,balanced,E2_after_first_H,0.0,1.0,1024
7,1.9198621771937625,110.0,X,2,balanced,E3_after_oracle,0.0,1.0,1024
7,1.9198621771937625,110.0,X,2,balanced,E4_after_final_H,0.0,1.0,1024
7,1.9198621771937625,110.0,X,3,constant_0,no_error,1.0,1.0,1024
7,1.9198621771937625,110.0,X,3,constant_0,E1_before_H,0.328125,0.328125,1024
7,1.9198621771937625,110.0,X,3,constant_0,E2_after_first_H,1.0,1.0,1024
7,1.9198621771937625,110.0,X,3,constant_0,E3_after_oracle,1.0,1.0,1024
7,1.9198621771937625,110.0,X,3,constant_0,E4_after_final_H,0.3037109375,0.3037109375,1024
7,1.9198621771937625,110.0,X,3,constant_1,no_error,1.0,1.0,1024
7,1.9198621771937625,110.0,X,3,constant_1,E1_before_H,0.3427734375,0.3427734375,1024
7,1.9198621771937625,110.0,X,3,constant_1,E2_after_first_H,1.0,1.0,1024
7,1.9198621771937625,110.0,X,3,constant_1,E3_after_oracle,1.0,1.0,1024
7,1.9198621771937625,110.0,X,3,constant_1,E4_after_final_H,0.33984375,0.33984375,1024
7,1.9198621771937625,110.0,X,3,balanced,no_error,0.0,1.0,1024
7,1.9198621771937625,110.0,X,3,balanced,E1_before_H,0.0,1.0,1024
7,1.9198621771937625,110.0,X,3,balanced,E2_after_first_H,0.0,1.0,1024
7,1.9198621771937625,110.0,X,3,balanced,E3_after_oracle,0.0,1.0,1024
7,1.9198621771937625,110.0,X,3,balanced,E4_after_final_H,0.0,1.0,1024
7,1.9198621771937625,110.0,X,4,constant_0,no_error,1.0,1.0,1024
7,1.9198621771937625,110.0,X,4,constant_0,E1_before_H,0.3076171875,0.3076171875,1024
7,1.9198621771937625,110.0,X,4,constant_0,E2_after_first_H,1.0,1.0,1024
7,1.9198621771937625,110.0,X,4,constant_0,E3_after_oracle,1.0,1.0,1024
7,1.9198621771937625,110.0,X,4,constant_0,E4_after_final_H,0.3154296875,0.3154296875,1024
7,1.9198621771937625,110.0,X,4,constant_1,no_error,1.0,1.0,1024
7,1.9198621771937625,110.0,X,4,constant_1,E1_before_H,0.349609375,0.349609375,1024
7,1.9198621771937625,110.0,X,4,constant_1,E2_after_first_H,1.0,1.0,1024
7,1.9198621771937625,110.0,X,4,constant_1,E3_after_oracle,1.0,1.0,1024
7,1.9198621771937625,110.0,X,4,constant_1,E4_after_final_H,0.31640625,0.31640625,1024
7,1.9198621771937625,110.0,X,4,balanced,no_error,0.0,1.0,1024
7,1.9198621771937625,110.0,X,4,balanced,E1_before_H,0.0,1.0,1024
7,1.9198621771937625,110.0,X,4,balanced,E2_after_first_H,0.0,1.0,1024
7,1.9198621771937625,110.0,X,4,balanced,E3_after_oracle,0.0,1.0,1024
7,1.9198621771937625,110.0,X,4,balanced,E4_after_final_H,0.0,1.0,1024
7,1.9198621771937625,110.0,X,5,constant_0,no_error,1.0,1.0,1024
7,1.9198621771937625,110.0,X,5,constant_0,E1_before_H,0.33984375,0.33984375,1024
7,1.9198621771937625,110.0,X,5,constant_0,E2_after_first_H,1.0,1.0,1024
7,1.9198621771937625,110.0,X,5,constant_0,E3_after_oracle,1.0,1.0,1024
7,1.9198621771937625,110.0,X,5,constant_0,E4_after_final_H,0.3271484375,0.3271484375,1024
7,1.9198621771937625,110.0,X,5,constant_1,no_error,1.0,1.0,1024
7,1.9198621771937625,110.0,X,5,constant_1,E1_before_H,0.3447265625,0.3447265625,1024
7,1.9198621771937625,110.0,X,5,constant_1,E2_after_first_H,1.0,1.0,1024
7,1.9198621771937625,110.0,X,5,constant_1,E3_after_oracle,1.0,1.0,1024
7,1.9198621771937625,110.0,X,5,constant_1,E4_after_final_H,0.326171875,0.326171875,1024
7,1.9198621771937625,110.0,X,5,balanced,no_error,0.0,1.0,1024
7,1.9198621771937625,110.0,X,5,balanced,E1_before_H,0.0,1.0,1024
7,1.9198621771937625,110.0,X,5,balanced,E2_after_first_H,0.0,1.0,1024
7,1.9198621771937625,110.0,X,5,balanced,E3_after_oracle,0.0,1.0,1024
7,1.9198621771937625,110.0,X,5,balanced,E4_after_final_H,0.0,1.0,1024
7,1.9198621771937625,110.0,X,6,constant_0,no_error,1.0,1.0,1024
7,1.9198621771937625,110.0,X,6,constant_0,E1_before_H,0.34375,0.34375,1024
7,1.9198621771937625,110.0,X,6,constant_0,E2_after_first_H,1.0,1.0,1024
7,1.9198621771937625,110.0,X,6,constant_0,E3_after_oracle,1.0,1.0,1024
7,1.9198621771937625,110.0,X,6,constant_0,E4_after_final_H,0.3154296875,0.3154296875,1024
7,1.9198621771937625,110.0,X,6,constant_1,no_error,1.0,1.0,1024
7,1.9198621771937625,110.0,X,6,constant_1,E1_before_H,0.3505859375,0.3505859375,1024
7,1.9198621771937625,110.0,X,6,constant_1,E2_after_first_H,1.0,1.0,1024
7,1.9198621771937625,110.0,X,6,constant_1,E3_after_oracle,1.0,1.0,1024
7,1.9198621771937625,110.0,X,6,constant_1,E4_after_final_H,0.330078125,0.330078125,1024
7,1.9198621771937625,110.0,X,6,balanced,no_error,0.0,1.0,1024
7,1.9198621771937625,110.0,X,6,balanced,E1_before_H,0.65234375,0.34765625,1024
7,1.9198621771937625,110.0,X,6,balanced,E2_after_first_H,0.0,1.0,1024
7,1.9198621771937625,110.0,X,6,balanced,E3_after_oracle,0.0,1.0,1024
7,1.9198621771937625,110.0,X,6,balanced,E4_after_final_H,0.65234375,0.34765625,1024
7,1.9198621771937625,110.0,Y,0,constant_0,no_error,1.0,1.0,1024
7,1.9198621771937625,110.0,Y,0,constant_0,E1_before_H,0.30859375,0.30859375,1024
7,1.9198621771937625,110.0,Y,0,constant_0,E2_after_first_H,0.3427734375,0.3427734375,1024
7,1.9198621771937625,110.0,Y,0,constant_0,E3_after_oracle,0.33203125,0.33203125,1024
7,1.9198621771937625,110.0,Y,0,constant_0,E4_after_final_H,0.326171875,0.326171875,1024
7,1.9198621771937625,110.0,Y,0,constant_1,no_error,1.0,1.0,1024
7,1.9198621771937625,110.0,Y,0,constant_1,E1_before_H,0.3701171875,0.3701171875,1024
7,1.9198621771937625,110.0,Y,0,constant_1,E2_after_first_H,0.31640625,0.31640625,1024
7,1.9198621771937625,110.0,Y,0,constant_1,E3_after_oracle,0.3232421875,0.3232421875,1024
7,1.9198621771937625,110.0,Y,0,constant_1,E4_after_final_H,0.328125,0.328125,1024
7,1.9198621771937625,110.0,Y,0,balanced,no_error,0.0,1.0,1024
7,1.9198621771937625,110.0,Y,0,balanced,E1_before_H,0.0,1.0,1024
7,1.9198621771937625,110.0,Y,0,balanced,E2_after_first_H,0.0,1.0,1024
7,1.9198621771937625,110.0,Y,0,balanced,E3_after_oracle,0.0,1.0,1024
7,1.9198621771937625,110.0,Y,0,balanced,E4_after_final_H,0.0,1.0,1024
7,1.9198621771937625,110.0,Y,1,constant_0,no_error,1.0,1.0,1024
7,1.9198621771937625,110.0,Y,1,constant_0,E1_before_H,0.3447265625,0.3447265625,1024
7,1.9198621771937625,110.0,Y,1,constant_0,E2_after_first_H,0.33203125,0.33203125,1024
7,1.9198621771937625,110.0,Y,1,constant_0,E3_after_oracle,0.314453125,0.314453125,1024
7,1.9198621771937625,110.0,Y,1,constant_0,E4_after_final_H,0.3408203125,0.3408203125,1024
7,1.9198621771937625,110.0,Y,1,constant_1,no_error,1.0,1.0,1024
7,1.9198621771937625,110.0,Y,1,constant_1,E1_before_H,0.3173828125,0.3173828125,1024
7,1.9198621771937625,110.0,Y,1,constant_1,E2_after_first_H,0.349609375,0.349609375,1024
7,1.9198621771937625,110.0,Y,1,constant_1,E3_after_oracle,0.3349609375,0.3349609375,1024
7,1.9198621771937625,110.0,Y,1,constant_1,E4_after_final_H,0.3310546875,0.3310546875,1024
7,1.9198621771937625,110.0,Y,1,balanced,no_error,0.0,1.0,1024
7,1.9198621771937625,110.0,Y,1,balanced,E1_before_H,0.0,1.0,1024
7,1.9198621771937625,110.0,Y,1,balanced,E2_after_first_H,0.0,1.0,1024
7,1.9198621771937625,110.0,Y,1,balanced,E3_after_oracle,0.0,1.0,1024
7,1.9198621771937625,110.0,Y,1,balanced,E4_after_final_H,0.0,1.0,1024
7,1.9198621771937625,110.0,Y,2,constant_0,no_error,1.0,1.0,1024
7,1.9198621771937625,110.0,Y,2,constant_0,E1_before_H,0.310546875,0.310546875,1024
7,1.9198621771937625,110.0,Y,2,constant_0,E2_after_first_H,0.3349609375,0.3349609375,1024
7,1.9198621771937625,110.0,Y,2,constant_0,E3_after_oracle,0.322265625,0.322265625,1024
7,1.9198621771937625,110.0,Y,2,constant_0,E4_after_final_H,0.302734375,0.302734375,1024
7,1.9198621771937625,110.0,Y,2,constant_1,no_error,1.0,1.0,1024
7,1.9198621771937625,110.0,Y,2,constant_1,E1_before_H,0.3291015625,0.3291015625,1024
7,1.9198621771937625,110.0,Y,2,constant_1,E2_after_first_H,0.3359375,0.3359375,1024
7,1.9198621771937625,110.0,Y,2,constant_1,E3_after_oracle,0.330078125,0.330078125,1024
7,1.9198621771937625,110.0,Y,2,constant_1,E4_after_final_H,0.3212890625,0.3212890625,1024
7,1.9198621771937625,110.0,Y,2,balanced,no_error,0.0,1.0,1024
7,1.9198621771937625,110.0,Y,2,balanced,E1_before_H,0.0,1.0,1024
7,1.9198621771937625,110.0,Y,2,balanced,E2_after_first_H,0.0,1.0,1024
7,1.9198621771937625,110.0,Y,2,balanced,E3_after_oracle,0.0,1.0,1024
7,1.9198621771937625,110.0,Y,2,balanced,E4_after_final_H,0.0,1.0,1024
7,1.9198621771937625,110.0,Y,3,constant_0,no_error,1.0,1.0,1024
7,1.9198621771937625,110.0,Y,3,constant_0,E1_before_H,0.3330078125,0.3330078125,1024
7,1.9198621771937625,110.0,Y,3,constant_0,E2_after_first_H,0.3251953125,0.3251953125,1024
7,1.9198621771937625,110.0,Y,3,constant_0,E3_after_oracle,0.31640625,0.31640625,1024
7,1.9198621771937625,110.0,Y,3,constant_0,E4_after_final_H,0.341796875,0.341796875,1024
7,1.9198621771937625,110.0,Y,3,constant_1,no_error,1.0,1.0,1024
7,1.9198621771937625,110.0,Y,3,constant_1,E1_before_H,0.345703125,0.345703125,1024
7,1.9198621771937625,110.0,Y,3,constant_1,E2_after_first_H,0.3125,0.3125,1024
7,1.9198621771937625,110.0,Y,3,constant_1,E3_after_oracle,0.3251953125,0.3251953125,1024
7,1.9198621771937625,110.0,Y,3,constant_1,E4_after_final_H,0.341796875,0.341796875,1024
7,1.9198621771937625,110.0,Y,3,balanced,no_error,0.0,1.0,1024
7,1.9198621771937625,110.0,Y,3,balanced,E1_before_H,0.0,1.0,1024
7,1.9198621771937625,110.0,Y,3,balanced,E2_after_first_H,0.0,1.0,1024
7,1.9198621771937625,110.0,Y,3,balanced,E3_after_oracle,0.0,1.0,1024
7,1.9198621771937625,110.0,Y,3,balanced,E4_after_final_H,0.0,1.0,1024
7,1.9198621771937625,110.0,Y,4,constant_0,no_error,1.0,1.0,1024
7,1.9198621771937625,110.0,Y,4,constant_0,E1_before_H,0.31640625,0.31640625,1024
7,1.9198621771937625,110.0,Y,4,constant_0,E2_after_first_H,0.2919921875,0.2919921875,1024
7,1.9198621771937625,110.0,Y,4,constant_0,E3_after_oracle,0.353515625,0.353515625,1024
7,1.9198621771937625,110.0,Y,4,constant_0,E4_after_final_H,0.345703125,0.345703125,1024
7,1.9198621771937625,110.0,Y,4,constant_1,no_error,1.0,1.0,1024
7,1.9198621771937625,110.0,Y,4,constant_1,E1_before_H,0.3173828125,0.3173828125,1024
7,1.9198621771937625,110.0,Y,4,constant_1,E2_after_first_H,0.3427734375,0.3427734375,1024
7,1.9198621771937625,110.0,Y,4,constant_1,E3_after_oracle,0.3466796875,0.3466796875,1024
7,1.9198621771937625,110.0,Y,4,constant_1,E4_after_final_H,0.33203125,0.33203125,1024
7,1.9198621771937625,110.0,Y,4,balanced,no_error,0.0,1.0,1024
7,1.9198621771937625,110.0,Y,4,balanced,E1_before_H,0.0,1.0,1024
7,1.9198621771937625,110.0,Y,4,balanced,E2_after_first_H,0.0,1.0,1024
7,1.9198621771937625,110.0,Y,4,balanced,E3_after_oracle,0.0,1.0,1024
7,1.9198621771937625,110.0,Y,4,balanced,E4_after_final_H,0.0,1.0,1024
7,1.9198621771937625,110.0,Y,5,constant_0,no_error,1.0,1.0,1024
7,1.9198621771937625,110.0,Y,5,constant_0,E1_before_H,0.33203125,0.33203125,1024
7,1.9198621771937625,110.0,Y,5,constant_0,E2_after_first_H,0.33984375,0.33984375,1024
7,1.9198621771937625,110.0,Y,5,constant_0,E3_after_oracle,0.345703125,0.345703125,1024
7,1.9198621771937625,110.0,Y,5,constant_0,E4_after_final_H,0.3232421875,0.3232421875,1024
7,1.9198621771937625,110.0,Y,5,constant_1,no_error,1.0,1.0,1024
7,1.9198621771937625,110.0,Y,5,constant_1,E1_before_H,0.341796875,0.341796875,1024
7,1.9198621771937625,110.0,Y,5,constant_1,E2_after_first_H,0.359375,0.359375,1024
7,1.9198621771937625,110.0,Y,5,constant_1,E3_after_oracle,0.341796875,0.341796875,1024
7,1.9198621771937625,110.0,Y,5,constant_1,E4_after_final_H,0.337890625,0.337890625,1024
7,1.9198621771937625,110.0,Y,5,balanced,no_error,0.0,1.0,1024
7,1.9198621771937625,110.0,Y,5,balanced,E1_before_H,0.0,1.0,1024
7,1.9198621771937625,110.0,Y,5,balanced,E2_after_first_H,0.0,1.0,1024
7,1.9198621771937625,110.0,Y,5,balanced,E3_after_oracle,0.0,1.0,1024
7,1.9198621771937625,110.0,Y,5,balanced,E4_after_final_H,0.0,1.0,1024
7,1.9198621771937625,110.0,Y,6,constant_0,no_error,1.0,1.0,1024
7,1.9198621771937625,110.0,Y,6,constant_0,E1_before_H,0.3408203125,0.3408203125,1024
7,1.9198621771937625,110.0,Y,6,constant_0,E2_after_first_H,0.3544921875,0.3544921875,1024
7,1.9198621771937625,110.0,Y,6,constant_0,E3_after_oracle,0.3193359375,0.3193359375,1024
7,1.9198621771937625,110.0,Y,6,constant_0,E4_after_final_H,0.3271484375,0.3271484375,1024
7,1.9198621771937625,110.0,Y,6,constant_1,no_error,1.0,1.0,1024
7,1.9198621771937625,110.0,Y,6,constant_1,E1_before_H,0.34375,0.34375,1024
7,1.9198621771937625,110.0,Y,6,constant_1,E2_after_first_H,0.3505859375,0.3505859375,1024
7,1.9198621771937625,110.0,Y,6,constant_1,E3_after_oracle,0.353515625,0.353515625,1024
7,1.9198621771937625,110.0,Y,6,constant_1,E4_after_final_H,0.330078125,0.330078125,1024
7,1.9198621771937625,110.0,Y,6,balanced,no_error,0.0,1.0,1024
7,1.9198621771937625,110.0,Y,6,balanced,E1_before_H,0.65234375,0.34765625,1024
7,1.9198621771937625,110.0,Y,6,balanced,E2_after_first_H,0.673828125,0.326171875,1024
7,1.9198621771937625,110.0,Y,6,balanced,E3_after_oracle,0.6591796875,0.3408203125,1024
7,1.9198621771937625,110.0,Y,6,balanced,E4_after_final_H,0.6787109375,0.3212890625,1024
7,1.9198621771937625,110.0,Z,0,constant_0,no_error,1.0,1.0,1024
7,1.9198621771937625,110.0,Z,0,constant_0,E1_before_H,1.0,1.0,1024
7,1.9198621771937625,110.0,Z,0,constant_0,E2_after_first_H,0.32421875,0.32421875,1024
7,1.9198621771937625,110.0,Z,0,constant_0,E3_after_oracle,0.34375,0.34375,1024
7,1.9198621771937625,110.0,Z,0,constant_0,E4_after_final_H,1.0,1.0,1024
7,1.9198621771937625,110.0,Z,0,constant_1,no_error,1.0,1.0,1024
7,1.9198621771937625,110.0,Z,0,constant_1,E1_before_H,1.0,1.0,1024
7,1.9198621771937625,110.0,Z,0,constant_1,E2_after_first_H,0.3427734375,0.3427734375,1024
7,1.9198621771937625,110.0,Z,0,constant_1,E3_after_oracle,0.3505859375,0.3505859375,1024
7,1.9198621771937625,110.0,Z,0,constant_1,E4_after_final_H,1.0,1.0,1024
7,1.9198621771937625,110.0,Z,0,balanced,no_error,0.0,1.0,1024
7,1.9198621771937625,110.0,Z,0,balanced,E1_before_H,0.0,1.0,1024
7,1.9198621771937625,110.0,Z,0,balanced,E2_after_first_H,0.0,1.0,1024
7,1.9198621771937625,110.0,Z,0,balanced,E3_after_oracle,0.0,1.0,1024
7,1.9198621771937625,110.0,Z,0,balanced,E4_after_final_H,0.0,1.0,1024
7,1.9198621771937625,110.0,Z,1,constant_0,no_error,1.0,1.0,1024
7,1.9198621771937625,110.0,Z,1,constant_0,E1_before_H,1.0,1.0,1024
7,1.9198621771937625,110.0,Z,1,constant_0,E2_after_first_H,0.34765625,0.34765625,1024
7,1.9198621771937625,110.0,Z,1,constant_0,E3_after_oracle,0.322265625,0.322265625,1024
7,1.9198621771937625,110.0,Z,1,constant_0,E4_after_final_H,1.0,1.0,1024
7,1.9198621771937625,110.0,Z,1,constant_1,no_error,1.0,1.0,1024
7,1.9198621771937625,110.0,Z,1,constant_1,E1_before_H,1.0,1.0,1024
7,1.9198621771937625,110.0,Z,1,constant_1,E2_after_first_H,0.318359375,0.318359375,1024
7,1.9198621771937625,110.0,Z,1,constant_1,E3_after_oracle,0.3251953125,0.3251953125,1024
7,1.9198621771937625,110.0,Z,1,constant_1,E4_after_final_H,1.0,1.0,1024
7,1.9198621771937625,110.0,Z,1,balanced,no_error,0.0,1.0,1024
7,1.9198621771937625,110.0,Z,1,balanced,E1_before_H,0.0,1.0,1024
7,1.9198621771937625,110.0,Z,1,balanced,E2_after_first_H,0.0,1.0,1024
7,1.9198621771937625,110.0,Z,1,balanced,E3_after_oracle,0.0,1.0,1024
7,1.9198621771937625,110.0,Z,1,balanced,E4_after_final_H,0.0,1.0,1024
7,1.9198621771937625,110.0,Z,2,constant_0,no_error,1.0,1.0,1024
7,1.9198621771937625,110.0,Z,2,constant_0,E1_before_H,1.0,1.0,1024
7,1.9198621771937625,110.0,Z,2,constant_0,E2_after_first_H,0.34765625,0.34765625,1024
7,1.9198621771937625,110.0,Z,2,constant_0,E3_after_oracle,0.333984375,0.333984375,1024
7,1.9198621771937625,110.0,Z,2,constant_0,E4_after_final_H,1.0,1.0,1024
7,1.9198621771937625,110.0,Z,2,constant_1,no_error,1.0,1.0,1024
7,1.9198621771937625,110.0,Z,2,constant_1,E1_before_H,1.0,1.0,1024
7,1.9198621771937625,110.0,Z,2,constant_1,E2_after_first_H,0.306640625,0.306640625,1024
7,1.9198621771937625,110.0,Z,2,constant_1,E3_after_oracle,0.3193359375,0.3193359375,1024
7,1.9198621771937625,110.0,Z,2,constant_1,E4_after_final_H,1.0,1.0,1024
7,1.9198621771937625,110.0,Z,2,balanced,no_error,0.0,1.0,1024
7,1.9198621771937625,110.0,Z,2,balanced,E1_before_H,0.0,1.0,1024
7,1.9198621771937625,110.0,Z,2,balanced,E2_after_first_H,0.0,1.0,1024
7,1.9198621771937625,110.0,Z,2,balanced,E3_after_oracle,0.0,1.0,1024
7,1.9198621771937625,110.0,Z,2,balanced,E4_after_final_H,0.0,1.0,1024
7,1.9198621771937625,110.0,Z,3,constant_0,no_error,1.0,1.0,1024
7,1.9198621771937625,110.0,Z,3,constant_0,E1_before_H,1.0,1.0,1024
7,1.9198621771937625,110.0,Z,3,constant_0,E2_after_first_H,0.357421875,0.357421875,1024
7,1.9198621771937625,110.0,Z,3,constant_0,E3_after_oracle,0.3330078125,0.3330078125,1024
7,1.9198621771937625,110.0,Z,3,constant_0,E4_after_final_H,1.0,1.0,1024
7,1.9198621771937625,110.0,Z,3,constant_1,no_error,1.0,1.0,1024
7,1.9198621771937625,110.0,Z,3,constant_1,E1_before_H,1.0,1.0,1024
7,1.9198621771937625,110.0,Z,3,constant_1,E2_after_first_H,0.34375,0.34375,1024
7,1.9198621771937625,110.0,Z,3,constant_1,E3_after_oracle,0.3271484375,0.3271484375,1024
7,1.9198621771937625,110.0,Z,3,constant_1,E4_after_final_H,1.0,1.0,1024
7,1.9198621771937625,110.0,Z,3,balanced,no_error,0.0,1.0,1024
7,1.9198621771937625,110.0,Z,3,balanced,E1_before_H,0.0,1.0,1024
7,1.9198621771937625,110.0,Z,3,balanced,E2_after_first_H,0.0,1.0,1024
7,1.9198621771937625,110.0,Z,3,balanced,E3_after_oracle,0.0,1.0,1024
7,1.9198621771937625,110.0,Z,3,balanced,E4_after_final_H,0.0,1.0,1024
7,1.9198621771937625,110.0,Z,4,constant_0,no_error,1.0,1.0,1024
7,1.9198621771937625,110.0,Z,4,constant_0,E1_before_H,1.0,1.0,1024
7,1.9198621771937625,110.0,Z,4,constant_0,E2_after_first_H,0.33984375,0.33984375,1024
7,1.9198621771937625,110.0,Z,4,constant_0,E3_after_oracle,0.3466796875,0.3466796875,1024
7,1.9198621771937625,110.0,Z,4,constant_0,E4_after_final_H,1.0,1.0,1024
7,1.9198621771937625,110.0,Z,4,constant_1,no_error,1.0,1.0,1024
7,1.9198621771937625,110.0,Z,4,constant_1,E1_before_H,1.0,1.0,1024
7,1.9198621771937625,110.0,Z,4,constant_1,E2_after_first_H,0.3251953125,0.3251953125,1024
7,1.9198621771937625,110.0,Z,4,constant_1,E3_after_oracle,0.3291015625,0.3291015625,1024
7,1.9198621771937625,110.0,Z,4,constant_1,E4_after_final_H,1.0,1.0,1024
7,1.9198621771937625,110.0,Z,4,balanced,no_error,0.0,1.0,1024
7,1.9198621771937625,110.0,Z,4,balanced,E1_before_H,0.0,1.0,1024
7,1.9198621771937625,110.0,Z,4,balanced,E2_after_first_H,0.0,1.0,1024
